ts,open,high,low,close,volume
2025-10-24 04:00:00+00:00,750.16,773.22,749.64,772.54,71039.0
2025-10-27 04:00:00+00:00,777.67,784.7,775.92,778.54,45439.0
2025-10-28 04:00:00+00:00,781.87,785.45,776.71,780.82,35227.0
2025-10-29 04:00:00+00:00,777.09,788.42,767.68,771.45,47752.0
2025-10-30 04:00:00+00:00,771.31,794.97,770.94,778.14,54212.0
2025-10-31 04:00:00+00:00,774.92,779.73,772.25,778.12,34090.0
2025-11-03 05:00:00+00:00,778.06,783.99,770.43,773.99,53098.0
2025-11-04 05:00:00+00:00,764.14,793.99,763.2,779.33,95075.0
2025-11-05 05:00:00+00:00,778.67,785.26,764.85,781.39,55571.0
2025-11-06 05:00:00+00:00,779.96,785.41,766.07,776.03,51997.0
2025-11-07 05:00:00+00:00,769.78,775.24,752.17,774.82,73699.0
2025-11-10 05:00:00+00:00,785.03,794.48,777.96,785.74,66778.0
2025-11-11 05:00:00+00:00,788.4,800.15,784.45,798.59,51048.0
2025-11-12 05:00:00+00:00,802.34,827.77,802.34,827.01,97114.0
2025-11-13 05:00:00+00:00,822.26,827.75,793.57,793.57,78452.0
2025-11-14 05:00:00+00:00,784.29,788.47,768.08,779.11,85128.0
2025-11-17 05:00:00+00:00,777.55,784.51,759.48,764.4,55990.0
2025-11-18 05:00:00+00:00,758.2,776.26,756.19,765.98,49844.0
2025-11-19 05:00:00+00:00,764.8,776.4,764.8,774.2,46014.0
2025-11-20 05:00:00+00:00,784.86,803.98,761.37,762.31,82404.0
2025-11-21 05:00:00+00:00,765.39,768.69,743.56,762.75,51992.0
2025-11-24 05:00:00+00:00,768.57,782.26,764.99,779.33,45015.0
2025-11-25 05:00:00+00:00,785.41,793.42,767.18,790.69,45850.0
2025-11-26 05:00:00+00:00,796.84,807.56,795.62,803.97,44424.0
2025-11-28 05:00:00+00:00,808.06,818.47,808.06,813.12,18837.0
2025-12-01 05:00:00+00:00,808.07,812.36,797.9,799.48,44270.0
2025-12-02 05:00:00+00:00,805.91,811.34,801.38,807.15,42076.0
2025-12-03 05:00:00+00:00,806.31,829.74,806.31,828.62,39163.0
2025-12-04 05:00:00+00:00,826.93,835.29,826.93,829.38,57618.0
2025-12-05 05:00:00+00:00,829.41,847.78,828.71,846.54,98109.0
2025-12-08 05:00:00+00:00,852.17,861.32,848.84,858.54,83053.0
2025-12-09 05:00:00+00:00,856.01,874.91,856.01,868.04,63381.0
2025-12-10 05:00:00+00:00,862.7,888.44,862.7,880.58,62480.0
2025-12-11 05:00:00+00:00,880.7,910.06,880.7,902.27,59695.0
2025-12-12 05:00:00+00:00,905.42,905.42,878.67,879.06,100001.0
2025-12-15 05:00:00+00:00,884.92,895.28,881.55,881.67,54452.0
2025-12-16 05:00:00+00:00,880.44,887.36,866.09,870.32,79403.0
