ts,open,high,low,close,volume
2024-08-26 00:00:00+00:00,2.33109188079834,2.3394770954806643,2.2807805927043936,2.33109188079834,2277647
2024-08-27 00:00:00+00:00,2.3227062225341797,2.3310914356151273,2.280780157129443,2.3227062225341797,953300
2024-08-28 00:00:00+00:00,2.314321137460395,2.3478619916393595,2.280780283281431,2.289165496826172,2984594
2024-08-29 00:00:00+00:00,2.264009888073528,2.289165529061991,2.230469033422245,2.28078031539917,940819
2024-08-30 00:00:00+00:00,2.272395509586923,2.305936370258135,2.2514323717077653,2.297551155090332,2091145
2024-09-02 00:00:00+00:00,2.289165496826172,2.297550710370913,2.255624642647208,2.289165496826172,1347300
2024-09-03 00:00:00+00:00,2.289165939922529,2.305936370258135,2.272395509586923,2.297551155090332,1005153
2024-09-04 00:00:00+00:00,2.238854281295042,2.238854281295042,2.1382315158843994,2.1382315158843994,2410541
2024-09-05 00:00:00+00:00,2.1382320617305925,2.1424247696560106,2.0543799024153997,2.1214616298675537,9514738
2024-09-06 00:00:00+00:00,2.0963054349629693,2.113075862449132,2.029223725018319,2.0795350074768066,6732399
2024-09-09 00:00:00+00:00,2.0459941641839716,2.159194650321403,2.037608950393024,2.1382315158843994,1645075
2024-09-10 00:00:00+00:00,2.19692797929856,2.2136986065468762,2.1466166973114014,2.1466166973114014,7099877
2024-09-11 00:00:00+00:00,2.1550019434662957,2.2053134261312497,2.1382315158843994,2.1382315158843994,5051949
2024-09-12 00:00:00+00:00,2.171772258612482,2.201120605321028,2.1046905517578125,2.1046905517578125,1966722
2024-09-13 00:00:00+00:00,2.1298461918283134,2.1550018318988147,2.092112631762934,2.1046905517578125,2690023
2024-09-16 00:00:00+00:00,2.1046909948996357,2.1382318553889847,2.0376092739209373,2.1130762100219727,3047169
2024-09-17 00:00:00+00:00,2.1130761474183744,2.213698925824593,2.104690932544464,2.1885430812835693,2398737
2024-09-18 00:00:00+00:00,2.180157423019409,2.2136984756129205,2.1550017835137143,2.180157423019409,1752079
2024-09-19 00:00:00+00:00,2.188542987433544,2.2304692599244884,2.171772558404879,2.2220840454101562,1292133
2024-09-20 00:00:00+00:00,2.2975506072985703,2.339476673141395,2.180157423019409,2.180157423019409,16576033
2024-09-23 00:00:00+00:00,2.1633869410353506,2.2304688445776324,2.129846089223833,2.205313205718994,3091955
2024-09-24 00:00:00+00:00,2.196928337989009,2.2514323356668795,2.188543122955436,2.247239828109741,1406149
2024-09-25 00:00:00+00:00,2.264009730967548,2.3562470748579694,2.264009730967548,2.3227062225341797,3638735
2024-09-26 00:00:00+00:00,2.339476810615932,2.4442920813418736,2.339476810615932,2.4149439334869385,4215295
2024-09-27 00:00:00+00:00,2.4149436365739314,2.4149436365739314,2.3059356724600404,2.3562469482421875,1396225
2024-09-30 00:00:00+00:00,2.339476522981472,2.3981730113939768,2.339476522981472,2.3562469482421875,2410940
2024-10-01 00:00:00+00:00,2.347861861777022,2.364632287938917,2.3143210094532325,2.3227062225341797,770710
2024-10-02 00:00:00+00:00,2.289165669742488,2.3646325973456896,2.2723952413862207,2.305936098098755,2062121
2024-10-03 00:00:00+00:00,2.3310921195985457,2.339477335139863,2.2472399641853746,2.272395610809326,1589040
2024-10-04 00:00:00+00:00,2.2807804992454215,2.2807804992454215,2.1466168699065333,2.1633872985839844,2538324
2024-10-07 00:00:00+00:00,2.1801577531316525,2.1801577531316525,2.0795351798729373,2.0963056087493896,3394057
2024-10-08 00:00:00+00:00,2.0963054153242426,2.1466166973114014,2.0711497743306633,2.1466166973114014,3401384
2024-10-09 00:00:00+00:00,2.1550021293762147,2.255624903467485,2.1550021293762147,2.2220840454101562,2177518
2024-10-10 00:00:00+00:00,2.2388543108403525,2.305936022053188,2.2388543108403525,2.264009952545166,2384890
2024-10-11 00:00:00+00:00,2.264009952545166,2.280780380348375,2.2388543108403525,2.264009952545166,988749
2024-10-14 00:00:00+00:00,2.255625179726692,2.3059364729745946,2.255625179726692,2.272395610809326,1115718
2024-10-15 00:00:00+00:00,2.2640102944191196,2.331092015761544,2.2640102944191196,2.297551155090332,1472206
2024-10-16 00:00:00+00:00,2.2975512574332773,2.3143216885159115,2.264010395268009,2.272395610809326,1284103
2024-10-17 00:00:00+00:00,2.2975507427248116,2.322706383713274,2.2556246744107074,2.28078031539917,708947
2024-10-18 00:00:00+00:00,2.264009985140492,2.305936055252131,2.247239557095836,2.255624771118164,897937
2024-10-21 00:00:00+00:00,2.255624642647208,2.3310915645498773,2.247239429102467,2.289165496826172,662582
2024-10-22 00:00:00+00:00,2.280780283281431,2.305935923915654,2.264009856191949,2.289165496826172,1337703
2024-10-23 00:00:00+00:00,2.2891660418919604,2.2891660418919604,2.2304695331027404,2.272395610809326,2052936
2024-10-24 00:00:00+00:00,2.255625043143314,2.2598175507004523,2.2095062604990163,2.247239828109741,1701708
2024-10-25 00:00:00+00:00,2.230469170495553,2.305936098098755,2.230469170495553,2.305936098098755,1654731
2024-10-28 00:00:00+00:00,2.289165496826172,2.3394767780946184,2.2723950697366897,2.289165496826172,2811311
2024-10-29 00:00:00+00:00,2.2723952413862207,2.3310917406331555,2.2723952413862207,2.305936098098755,631621
2024-10-30 00:00:00+00:00,2.322706396389595,2.3814028923496813,2.3143211826810117,2.3394768238067627,2108531
2024-10-31 00:00:00+00:00,2.331091610098179,2.3562472512239303,2.3143211826810117,2.3394768238067627,1067249
2024-11-01 00:00:00+00:00,2.3310915169544626,2.3310915169544626,2.2304689564720466,2.238854169845581,2113401
2024-11-04 00:00:00+00:00,2.2975506634603238,2.2975506634603238,2.2304689564720466,2.238854169845581,3474602
2024-11-05 00:00:00+00:00,2.2472392704833912,2.26400969638915,2.1969277928468682,2.205313205718994,540121
2024-11-06 00:00:00+00:00,2.2053132624443554,2.2388541151186154,2.163386996682279,2.180157423019409,1833653
2024-11-07 00:00:00+00:00,2.272395610809326,2.322706904057229,2.2430472564550623,2.272395610809326,9732917
2024-11-08 00:00:00+00:00,2.305935968972428,2.3730176786410975,2.2891655415552603,2.3394768238067627,9590607
2024-11-11 00:00:00+00:00,2.3478620052337646,2.389788073200227,2.3143211508605948,2.3478620052337646,2521442
2024-11-12 00:00:00+00:00,2.379369759139977,2.383618731031251,2.285894606155399,2.2943923473358154,2039207
2024-11-13 00:00:00+00:00,2.328383722562448,2.3368814652410563,2.2264106078169843,2.243406295776367,1872622
2024-11-14 00:00:00+00:00,2.285894606155399,2.3113878296966477,2.243405900253318,2.2943923473358154,1002080
2024-11-15 00:00:00+00:00,2.345379253386017,2.3496282261087726,2.2943927963259703,2.3028905391693115,1088985
2024-11-18 00:00:00+00:00,2.294392800707051,2.294392800707051,2.2179129123687744,2.2179129123687744,1450133
2024-11-19 00:00:00+00:00,2.226410732647754,2.29439288049042,2.200917503182571,2.277397394180298,1999144
2024-11-20 00:00:00+00:00,2.2943927518480156,2.311388237205232,2.2264106078169843,2.243406295776367,921438
2024-11-21 00:00:00+00:00,2.243406183795105,2.251903926049542,1.6655591026869154,1.810020923614502,25531487
2024-11-22 00:00:00+00:00,1.9544825631226042,2.1074421279624027,1.8695051396572486,1.8780028820037842,26051410
2024-11-25 00:00:00+00:00,1.911993701104838,1.9714778928550551,1.8610072510332232,1.9629801511764526,12177404
2024-11-26 00:00:00+00:00,1.9544825828252654,2.0309624673172193,1.9204916130964687,1.9459848403930664,9051277
2024-11-27 00:00:00+00:00,1.9714779628347068,1.9799757048149453,1.8610073170916048,1.9034960269927979,6241663
2024-11-28 00:00:00+00:00,1.9799754200355677,2.0309620671857522,1.945984457003525,1.9544821977615356,5412143
2024-11-29 00:00:00+00:00,1.9714780228634348,1.9969712495803833,1.9289893116685204,1.9969712495803833,3762516
2024-12-02 00:00:00+00:00,1.8949982428224366,1.9034959846134818,1.6825544954441556,1.7165454626083374,19713283
2024-12-03 00:00:00+00:00,1.7335411121868092,1.793025310420076,1.6995501417677996,1.7760298252105713,10981394
2024-12-04 00:00:00+00:00,1.7930252365034713,1.8907493737305756,1.7930252365034713,1.810020923614502,7841336
2024-12-05 00:00:00+00:00,1.8355141695207133,1.8695051388929593,1.7675320281740625,1.793025255203247,4568729
2024-12-06 00:00:00+00:00,1.784527475333672,1.8100209044289184,1.75903424884058,1.7675319910049438,3607888
2024-12-09 00:00:00+00:00,1.8270164279245709,1.920491593736462,1.8015229982828054,1.8780028820037842,9338066
2024-12-10 00:00:00+00:00,1.8949984670148776,1.9289894382004444,1.8652562659264218,1.9204916954040527,4218756
2024-12-11 00:00:00+00:00,1.9289895082752053,2.0139669393261133,1.9204917651701146,1.9714782238006592,4839173
2024-12-12 00:00:00+00:00,1.9969712495803833,2.0564556478554197,1.9884735073414006,1.9969712495803833,2857348
